id,web_name,team,now_cost,position,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,points_per_goal,points_per_assist,points_per_clean_sheet,points_per_save,points_per_minute,expected_points,xP_minus_Points,Points_minus_xP,gameweek
334,Telles,Man Utd,5.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
335,Rashford,Man Utd,7.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
336,Van de Beek,Man Utd,5.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
337,Lindelöf,Man Utd,4.1,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
338,McTominay,Man Utd,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
339,Bailly,Man Utd,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
340,Sancho,Man Utd,7.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
341,Wan-Bissaka,Man Utd,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
342,Dalot,Man Utd,4.7,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
343,B.Williams,Man Utd,3.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
344,Elanga,Man Utd,4.6,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
345,Martial,Man Utd,6.3,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
347,Pellistri,Man Utd,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
348,Heaton,Man Utd,3.8,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
504,Malacia,Man Utd,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
519,Eriksen,Man Utd,6.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
533,Martínez,Man Utd,4.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
550,Amad,Man Utd,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
551,Iqbal,Man Utd,4.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
569,Garnacho,Man Utd,4.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
593,Casemiro,Man Utd,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
609,Antony,Man Utd,7.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
615,Kovár,Man Utd,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
643,Mainoo,Man Utd,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
656,Bishop,Man Utd,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
660,Shoretire,Man Utd,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
674,Bennett,Man Utd,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
701,Weghorst,Man Utd,5.6,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
728,Sabitzer,Man Utd,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
195,Gordon,Newcastle,5.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
350,Ritchie,Newcastle,4.2,Defender,6,0,0,0,0,0,0,0,0,0,0,0,5,4.4,14.8,2.0,2.1,0,0.0,0.04,0.04,0.16,1,False,6,3,4,0.0,0.033,0.318,-0.6819999999999999,0.6819999999999999,28
351,Fernández,Newcastle,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
352,Clark,Newcastle,4.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
353,Darlow,Newcastle,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
355,Dubravka,Newcastle,4.1,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
356,Wilson,Newcastle,6.9,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
357,Trippier,Newcastle,6.1,Defender,90,0,0,0,1,0,0,0,0,0,0,0,15,14.0,13.9,0.0,2.8,1,0.0,0.13,0.13,0.38,2,False,6,3,4,0.0,0.033,3.3600000000000003,1.3600000000000003,-1.3600000000000003,28
358,Burn,Newcastle,4.5,Defender,90,0,0,0,1,0,0,0,1,0,0,0,5,4.8,0.8,0.0,0.6,1,0.0,0.0,0.0,0.38,1,False,6,3,4,0.0,0.033,2.97,1.9700000000000002,-1.9700000000000002,28
359,Fraser,Newcastle,5.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
360,Lascelles,Newcastle,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
361,Gayle,Newcastle,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
362,Dummett,Newcastle,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
363,Manquillo,Newcastle,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
364,Krafth,Newcastle,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
365,Murphy,Newcastle,4.1,Midfielder,83,0,0,0,1,0,0,0,0,0,0,0,16,14.0,65.7,15.0,9.5,1,0.18,0.35,0.54,0.22,2,False,5,3,1,0.0,0.033,4.689,2.689,-2.689,28
366,Schär,Newcastle,5.0,Defender,90,0,0,0,1,0,0,0,0,0,0,0,8,7.2,0.7,0.0,0.8,1,0.0,0.01,0.01,0.38,2,False,6,3,4,0.0,0.033,3.0,1.0,-1.0,28
367,Targett,Newcastle,4.7,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
368,Saint-Maximin,Newcastle,6.1,Midfielder,45,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.8,2.0,0.3,1,0.0,0.01,0.01,0.17,1,False,5,3,1,0.0,0.033,1.5150000000000001,0.5150000000000001,-0.5150000000000001,28
369,Almirón,Newcastle,5.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
370,S.Longstaff,Newcastle,4.3,Midfielder,90,0,0,0,1,0,0,0,0,0,0,0,12,10.4,13.3,9.0,3.3,1,0.13,0.09,0.21,0.38,2,False,5,3,1,0.0,0.033,3.89,1.8900000000000001,-1.8900000000000001,28
371,Joelinton,Newcastle,5.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
372,Lewis,Newcastle,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
373,Willock,Newcastle,4.7,Midfielder,90,0,1,0,1,0,0,0,0,0,0,2,28,29.2,31.1,9.0,6.9,1,0.27,0.48,0.75,0.38,7,False,5,3,1,0.0,0.033,7.76,0.7599999999999998,-0.7599999999999998,28
374,Bruno Guimarães,Newcastle,5.5,Midfielder,90,0,0,0,1,0,0,0,0,0,0,0,15,12.8,5.8,34.0,5.3,1,0.18,0.12,0.3,0.38,2,False,5,3,1,0.0,0.033,4.23,2.2300000000000004,-2.2300000000000004,28
375,Hendrick,Newcastle,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
376,Pope,Newcastle,5.4,Goalkeeper,90,0,0,0,1,0,0,0,0,0,2,0,12,14.8,0.0,0.0,1.5,1,0.0,0.0,0.0,0.38,2,False,6,3,4,0.33,0.033,3.6300000000000003,1.6300000000000003,-1.6300000000000003,28
377,Botman,Newcastle,4.5,Defender,90,0,0,0,1,0,0,0,0,0,0,0,9,3.2,0.8,0.0,0.4,1,0.0,0.01,0.01,0.38,2,False,6,3,4,0.0,0.033,3.0,1.0,-1.0,28
552,Anderson,Newcastle,4.3,Midfielder,45,0,0,0,0,0,0,0,0,0,0,0,6,8.4,11.4,31.0,5.1,0,0.15,0.08,0.23,0.21,1,False,5,3,1,0.0,0.033,2.475,1.475,-1.475,28
555,Ashby,Newcastle,3.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
594,Isak,Newcastle,6.7,Forward,90,2,0,0,1,0,0,0,0,0,0,3,54,75.0,13.0,71.0,15.9,1,1.51,0.01,1.52,0.38,13,True,4,3,0,0.0,0.033,12.040000000000001,-0.9599999999999991,0.9599999999999991,28
626,Karius,Newcastle,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
683,Kuol,Newcastle,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
741,Miley,Newcastle,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
295,N.Williams,Nott'm Forest,3.8,Defender,11,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,1.2,1,False,6,3,4,0.0,0.033,0.363,-0.637,0.637,28
349,Shelvey,Nott'm Forest,4.8,Midfielder,90,0,0,0,2,0,0,0,1,0,0,0,2,0.0,2.0,2.0,0.0,1,0.05,0.02,0.07,2.42,1,False,5,3,1,0.0,0.033,3.2800000000000002,2.2800000000000002,-2.2800000000000002,28
354,Wood,Nott'm Forest,5.6,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
378,Arter,Nott'm Forest,4.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
379,Cook,Nott'm Forest,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
380,Lyle Taylor,Nott'm Forest,4.1,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
381,Colback,Nott'm Forest,4.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
382,Samba,Nott'm Forest,4.5,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
383,Cafú,Nott'm Forest,4.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
384,Lolley,Nott'm Forest,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
385,McKenna,Nott'm Forest,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
386,Dräger,Nott'm Forest,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
387,Yates,Nott'm Forest,5.0,Midfielder,57,0,0,0,1,0,0,0,0,0,0,0,4,3.6,0.6,0.0,0.4,1,0.0,0.01,0.01,1.08,1,False,5,3,1,0.0,0.033,1.911,0.911,-0.911,28
388,Worrall,Nott'm Forest,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
389,Panzo,Nott'm Forest,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
390,Xande Silva,Nott'm Forest,5.0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
391,Surridge,Nott'm Forest,4.7,Forward,11,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.1,0.0,0.0,0,0.0,0.0,0.0,1.2,1,False,4,3,0,0.0,0.033,0.363,-0.637,0.637,28
392,Laryea,Nott'm Forest,4.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
393,Mbe Soh,Nott'm Forest,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
394,Johnson,Nott'm Forest,5.7,Forward,90,0,0,0,2,0,0,0,0,0,0,0,3,8.2,2.9,26.0,3.7,1,0.21,0.01,0.22,2.42,2,False,4,3,0,0.0,0.033,3.8400000000000003,1.8400000000000003,-1.8400000000000003,28
395,Mighten,Nott'm Forest,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
396,Ojeda,Nott'm Forest,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
397,Awoniyi,Nott'm Forest,5.6,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
398,Henderson,Nott'm Forest,4.6,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
399,Biancone,Nott'm Forest,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
474,Boly,Nott'm Forest,4.1,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
493,Gibbs-White,Nott'm Forest,5.5,Midfielder,90,0,0,0,2,0,0,0,1,0,0,0,2,2.0,13.3,4.0,1.9,1,0.0,0.02,0.02,2.42,1,False,5,3,1,0.0,0.033,3.0300000000000002,2.0300000000000002,-2.0300000000000002,28
507,Niakhaté,Nott'm Forest,4.3,Defender,90,0,0,0,2,0,0,0,0,0,0,0,5,1.2,0.3,0.0,0.2,1,0.0,0.01,0.01,2.42,1,False,6,3,4,0.0,0.033,3.0,2.0,-2.0,28
511,Richards,Nott'm Forest,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
518,Hennessey,Nott'm Forest,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
523,Toffolo,Nott'm Forest,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
524,O'Brien,Nott'm Forest,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
527,Lingard,Nott'm Forest,5.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
536,Mangala,Nott'm Forest,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
553,Hammond,Nott'm Forest,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
582,Freuler,Nott'm Forest,4.9,Midfielder,32,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.3,0.0,0.2,0,0.0,0.0,0.0,1.34,1,False,5,3,1,0.0,0.033,1.056,0.05600000000000005,-0.05600000000000005,28
583,Kouyaté,Nott'm Forest,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
585,Dennis,Nott'm Forest,5.6,Forward,78,1,0,0,1,0,0,0,1,0,0,1,25,34.8,1.3,19.0,5.5,1,0.12,0.0,0.13,1.22,6,False,4,3,0,0.0,0.033,4.054,-1.9459999999999997,1.9459999999999997,28
602,Renan Lodi,Nott'm Forest,4.3,Defender,90,0,0,0,2,0,0,0,1,0,0,0,9,10.8,0.3,0.0,1.1,1,0.0,0.0,0.0,2.42,0,False,6,3,4,0.0,0.033,2.97,2.97,-2.97,28
621,Badé,Nott'm Forest,4.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
628,Aurier,Nott'm Forest,4.4,Defender,90,0,0,0,2,0,0,0,0,0,0,0,17,28.0,5.5,0.0,3.4,1,0.0,0.02,0.02,2.42,1,False,6,3,4,0.0,0.033,3.0300000000000002,2.0300000000000002,-2.0300000000000002,28
666,Dale Taylor,Nott'm Forest,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
675,Smith,Nott'm Forest,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
681,Scarpa,Nott'm Forest,4.7,Midfielder,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,False,5,3,1,0.0,0.033,0.033,-0.967,0.967,28
703,Danilo,Nott'm Forest,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
729,Navas,Nott'm Forest,4.5,Goalkeeper,90,0,0,0,2,0,0,0,1,0,2,0,11,19.2,0.0,0.0,1.9,1,0.0,0.0,0.0,2.42,0,False,6,3,4,0.33,0.033,3.6300000000000003,3.6300000000000003,-3.6300000000000003,28
730,Felipe,Nott'm Forest,4.5,Defender,90,0,0,0,2,0,0,0,0,0,0,0,11,40.0,0.5,0.0,4.1,1,0.0,0.01,0.01,2.42,1,False,6,3,4,0.0,0.033,3.0,2.0,-2.0,28
734,A.Ayew,Nott'm Forest,5.0,Midfielder,78,0,0,0,1,0,0,0,0,0,0,0,4,2.8,2.3,0.0,0.5,1,0.0,0.01,0.01,1.22,2,False,5,3,1,0.0,0.033,2.604,0.6040000000000001,-0.6040000000000001,28
749,G.Shelvey,Nott'm Forest,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
21,Maitland-Niles,Southampton,4.8,Midfielder,56,0,1,0,3,0,0,0,0,0,0,0,17,22.2,1.2,9.0,3.2,0,0.02,0.02,0.04,1.33,4,False,5,3,1,0.0,0.033,2.008,-1.992,1.992,28
321,Lavia,Southampton,4.5,Midfielder,90,0,0,0,3,0,0,0,0,0,0,0,15,10.8,33.1,0.0,4.4,1,0.0,0.07,0.07,2.26,2,False,5,3,1,0.0,0.033,3.18,1.1800000000000002,-1.1800000000000002,28
400,Walcott,Southampton,4.8,Midfielder,90,1,1,0,3,0,0,0,0,0,0,1,31,49.0,14.3,27.0,9.0,1,0.22,0.54,0.76,2.26,11,True,5,3,1,0.0,0.033,6.69,-4.31,4.31,28
401,McCarthy,Southampton,4.3,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
